"file","import_line"
"apps/web/src/lib/jsonLdPerson.ts","import { jsonLdMainEntityId, jsonLdSameAsPerson } from '@/lib/jsonLdEntity'"
"apps/web/src/lib/jsonLdPerson.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/jsonLdPerson.ts","import { containsCyrillic } from '@/lib/textScript'"
"apps/web/src/lib/jsonLdPerson.ts","import type { PersonPageDetail } from '@/lib/tmdb'"
"apps/web/src/lib/jsonLdPerson.ts","import { getImageUrl } from '@/lib/tmdb'"
"apps/web/src/lib/jsonLdSite.ts","import {"
"apps/web/src/lib/jsonLdSite.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/localWatchlist.ts","import type { MediaType } from '@repo/types'"
"apps/web/src/lib/moviePageDataCache.ts","import { cache } from 'react'"
"apps/web/src/lib/moviePageDataCache.ts","import { getMoviePageDataShell, getTvPageDataShell } from '@/lib/tmdb'"
"apps/web/src/lib/moviesDiscoverCopy.ts","import { buildCanonicalPath } from '@/lib/canonicalQuery'"
"apps/web/src/lib/moviesDiscoverCopy.ts","import {"
"apps/web/src/lib/moviesDiscoverCopy.ts","import { movieGenrePathById } from '@/lib/movieGenreRoute'"
"apps/web/src/lib/moviesDiscoverCopy.ts","import type {"
"apps/web/src/lib/moviesDiscoverCopy.ts","import { moviesDiscoverActiveFilterKeys } from '@/lib/tmdb'"
"apps/web/src/lib/personCredits.ts","import { moviePath, seriesPath } from '@/lib/slug'"
"apps/web/src/lib/personCredits.ts","import type { PersonCreditRowRaw } from '@/lib/tmdb'"
"apps/web/src/lib/personPageDataCache.ts","import { cache } from 'react'"
"apps/web/src/lib/personPageDataCache.ts","import { getPersonCombinedCredits, getPersonImages } from '@/lib/tmdb'"
"apps/web/src/lib/rateLimit.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/rateLimit.test.ts","import { checkRateLimit } from './rateLimit'"
"apps/web/src/lib/seoConsistencyCore.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/seoConsistencyCore.test.ts","import {"
"apps/web/src/lib/seoCrawlBudgetCore.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/seoCrawlBudgetCore.test.ts","import { parseRouteQueryKeys, toRouteDepths } from '../../scripts/seo-crawl-budget-core.mjs'"
"apps/web/src/lib/seoInternalLinksCore.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/seoInternalLinksCore.test.ts","import {"
"apps/web/src/lib/seoSocial.ts","import type { Metadata } from 'next'"
"apps/web/src/lib/seoSocial.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/seriesDiscoverCopy.ts","import { buildCanonicalPath } from '@/lib/canonicalQuery'"
"apps/web/src/lib/seriesDiscoverCopy.ts","import {"
"apps/web/src/lib/seriesDiscoverCopy.ts","import type {"
"apps/web/src/lib/seriesDiscoverCopy.ts","import { seriesDiscoverActiveFilterKeys } from '@/lib/tmdb'"
"apps/web/src/lib/sitemapDiscoverUrls.ts","import type { MetadataRoute } from 'next'"
"apps/web/src/lib/sitemapDiscoverUrls.ts","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/sitemapDiscoverUrls.ts","import { detailPathForMedia, moviePath, personPath } from '@/lib/slug'"
"apps/web/src/lib/sitemapDiscoverUrls.ts","import type { HeroItem, ShelfItem } from '@/lib/tmdb'"
"apps/web/src/lib/sitemapDiscoverUrls.ts","import {"
"apps/web/src/lib/sitemapUtils.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/sitemapUtils.test.ts","import { chunkSitemapEntries, toSitemapIds } from './sitemapUtils'"
"apps/web/src/lib/sitemapUtils.ts","import type { MetadataRoute } from 'next'"
"apps/web/src/lib/slug.test.ts","import { describe, expect, it } from 'vitest'"
"apps/web/src/lib/slug.test.ts","import { detailPathForMedia, detailPathForShelfItem, releaseDateToYmd, seriesPath } from './slug'"
"apps/web/src/lib/slug.ts","import type { MediaType } from '@repo/types'"
"apps/web/src/lib/slug.ts","import { searchMovies, searchTvShows } from './tmdb'"
"apps/web/src/lib/tmdb.test.ts","import { afterEach, beforeEach, describe, expect, it, vi } from 'vitest'"
"apps/web/src/lib/tmdb.test.ts","import {"
"apps/web/src/lib/tmdb.ts","import type { MediaType } from '@repo/types'"
"apps/web/src/lib/tmdb.ts","import {"
"apps/web/src/lib/tmdb.ts","import { containsCyrillic } from './textScript'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import type { Metadata } from 'next'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { notFound, permanentRedirect } from 'next/navigation'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { Suspense } from 'react'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { HeroLcpPreloadLinks } from '@/components/MovieDetailPage/HeroLcpPreloadLinks'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { MovieDetailBelowFoldSuspenseFallback } from '@/components/MovieDetailPage/MovieDetailBelowFoldDynamics'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import {"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { MovieDetailStreamedBelowFold } from '@/components/MovieDetailPage/MovieDetailStreamedBelowFold'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { TvSeriesEpisodesLazy } from '@/components/MovieDetailPage/MovieDetailTvDynamics'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { jsonLdMainEntityId, jsonLdSameAsTmdb, jsonLdYoutubeVideoId } from '@/lib/jsonLdEntity'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { getTvPageDataShellCached } from '@/lib/moviePageDataCache'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { discoverPageAlternates, discoverSocialMeta } from '@/lib/seoSocial'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { buildWatchSeoTitle } from '@/lib/seoTitles'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { SITE_URL } from '@/lib/site'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { resolveTvSeriesIdFromParam, seriesPath } from '@/lib/slug'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { containsCyrillic } from '@/lib/textScript'"
"apps/web/src/lib/tvSeriesDetailRoute.tsx","import { getImageUrl, type MoviePageDetail } from '@/lib/tmdb'"
"apps/web/src/lib/tvShowsDiscoverCopy.ts","import { buildCanonicalPath } from '@/lib/canonicalQuery'"
"apps/web/src/lib/tvShowsDiscoverCopy.ts","import {"
"apps/web/src/lib/tvShowsDiscoverCopy.ts","import type {"
"apps/web/src/lib/tvShowsDiscoverCopy.ts","import { moviesDiscoverActiveFilterKeys } from '@/lib/tmdb'"
"apps/web/src/middleware.ts","import type { NextRequest } from 'next/server'"
"apps/web/src/middleware.ts","import { NextResponse } from 'next/server'"
"apps/web/src/types/next-auth.d.ts","import type { DefaultSession } from 'next-auth'"
"apps/web/src/types/next-auth.d.ts","import type { JWT as DefaultJWT } from 'next-auth/jwt'"
"apps/web/tailwind.config.ts","import type { Config } from 'tailwindcss'"
"apps/web/tailwind.config.ts","import { color } from '../../theme/tokens/colors'"
"apps/web/tailwind.config.ts","import {"
"eslint.config.mjs","import js from '@eslint/js'"
"eslint.config.mjs","import globals from 'globals'"
"eslint.config.mjs","import tseslint from 'typescript-eslint'"
"packages/db/drizzle.config.ts","import { defineConfig } from 'drizzle-kit'"
"packages/db/src/index.ts","import { neon } from '@neondatabase/serverless'"
"packages/db/src/index.ts","import { drizzle } from 'drizzle-orm/neon-http'"
"packages/db/src/index.ts","import * as schema from './schema/index.js'"
"packages/db/src/schema/index.ts","import {"
"packages/ui/src/components/Badge/Badge.tsx","import { motion } from 'framer-motion'"
"packages/ui/src/components/Badge/Badge.tsx","import { badgeVariants } from './Badge.animations'"
"packages/ui/src/components/Badge/Badge.tsx","import styles from './Badge.module.css'"
"packages/ui/src/components/Button/Button.tsx","import type { HTMLMotionProps } from 'framer-motion'"
"packages/ui/src/components/Button/Button.tsx","import { motion } from 'framer-motion'"
"packages/ui/src/components/Button/Button.tsx","import type { ComponentPropsWithoutRef } from 'react'"
"packages/ui/src/components/Button/Button.tsx","import { forwardRef } from 'react'"
"packages/ui/src/components/Button/Button.tsx","import { buttonVariants } from './Button.animations'"
"packages/ui/src/components/Button/Button.tsx","import styles from './Button.module.css'"
"packages/ui/src/components/Input/Input.tsx","import { motion } from 'framer-motion'"
"packages/ui/src/components/Input/Input.tsx","import { useState } from 'react'"
"packages/ui/src/components/Input/Input.tsx","import { inputVariants } from './Input.animations'"
"packages/ui/src/components/Input/Input.tsx","import styles from './Input.module.css'"
"packages/ui/src/components/Skeleton/Skeleton.tsx","import styles from './Skeleton.module.css'"
"scripts/_migrate-auth-form-colors.mjs","import fs from 'node:fs'"
"scripts/generate-token-classmaps.mjs","import { writeFileSync } from 'node:fs'"
"scripts/generate-token-classmaps.mjs","import { dirname, join } from 'node:path'"
"scripts/generate-token-classmaps.mjs","import { fileURLToPath } from 'node:url'"
"scripts/generate-token-classmaps.mjs","import sizeTokens from '../theme/tokens/size.json' with { type: 'json' }"
"scripts/lighthouse-lcp.mjs","import { spawnSync } from 'node:child_process'"
"scripts/lighthouse-lcp.mjs","import { mkdirSync, readFileSync, unlinkSync, writeFileSync } from 'node:fs'"
"scripts/lighthouse-lcp.mjs","import { dirname, join } from 'node:path'"
"scripts/lighthouse-lcp.mjs","import { fileURLToPath } from 'node:url'"
"scripts/sync-figma-tokens.mjs","import { mkdir, readFile, writeFile } from 'node:fs/promises'"
"scripts/sync-figma-tokens.mjs","import { dirname, resolve } from 'node:path'"
"scripts/sync-figma-tokens.mjs","import { fileURLToPath } from 'node:url'"
"scripts/verify-tailwind-tokens.mjs","import { readdirSync, readFileSync, statSync } from 'node:fs'"
"scripts/verify-tailwind-tokens.mjs","import { join, relative } from 'node:path'"
"scripts/verify-tailwind-tokens.mjs","import ts from 'typescript'"
"theme/tokens/classes.ts","import generated from './classes.generated.json'"
"theme/tokens/classes.ts","import { borderRadius, cardSize, gridColumn, gridGap, size, spacing } from './size'"
"theme/tokens/colors.ts","import rawTokens from './colors.json'"
"theme/tokens/colors.ts","import { resolveDtcgTokens, type DtcgJson } from './dtcg'"
"theme/tokens/size.ts","import rawTokens from './size.json'"
"theme/tokens/size.ts","import { resolveDtcgTokens, type DtcgJson } from './dtcg'"
